Index,URL,Name,Title,Source,Source_link,Importance,Currency,Description
136,https://www.investing.com/economic-calendar/german-manufacturing-pmi-136 ,german manufacturing pmi,Germany Manufacturing Purchasing Managers Index (PMI),Markit Economics,https://www.markiteconomics.com/public ,2.0,EUR,"The German Manufacturing Purchasing Managers' Index (PMI) measures the activity level of purchasing managers in the manufacturing sector. A reading above 50 indicates expansion in the sector; below indicates contraction. Traders watch these surveys closely as purchasing managers usually have early access to data about their company’s performance, which can be a leading indicator of overall economic performance.A higher than expected reading should be taken as positive/bullish for the EUR, while a lower than expected reading should be taken as negative/bearish for the EUR."
137,https://www.investing.com/economic-calendar/german-ppi-137 ,german ppi,Germany Producer Price Index (PPI) MoM,Destatis,https://www.destatis.de/DE/Startseite.html ,2.0,EUR,"The German Producer Price Index (PPI) measures the change in the price of goods sold by manufacturers.A higher than expected reading should be taken as positive/bullish for the EUR, while a lower than expected reading should be taken as negative/bearish for the EUR."
138,https://www.investing.com/economic-calendar/german-retail-sales-138 ,german retail sales,Germany Retail Sales MoM,Destatis,https://www.destatis.de/DE/Startseite.html?https=1&__site= ,2.0,EUR,"German Retail Sales measures the change in the total value of inflation-adjusted sales at the retail level, excluding automobiles and gas stations. It is the primary indicator of consumer spending, which accounts for the majority of economic activity.A higher than expected reading should be taken as positive/bullish for the EUR, while a lower than expected reading should be taken as negative/bearish for the EUR."
139,,,,,,,,
140,https://www.investing.com/economic-calendar/german-services-pmi-140 ,german services pmi,Germany Services Purchasing Managers Index (PMI),Markit Economics,https://www.markiteconomics.com/public ,2.0,EUR,"The German Services Purchasing Managers' Index (PMI) measures the activity level of purchasing managers in the services sector.The report is based on surveys of over 300 business executives in private sector services companies.Data is usually released on the third working day of each month.Each response is weighted according to the size of the company and its contribution to total manufacturing or services output accounted for by the sub-sector to which that company belongs.Replies from larger companies have a greater impact on the final index numbers than those from small companies. Results are presented by question asked, showing the percentage of respondents reporting an improvement, deterioration or no change since the previous month.From these percentages, an index is derived: a level of 50.0 signals no change since the previous month, above 50.0 signals an increase (or improvement), below 50.0 a decrease (or contraction). Traders watch these surveys closely as purchasing managers usually have early access to data about their company’s performance, which can be a leading indicator of overall economic performance.A higher than expected reading should be taken as positive/bullish for the EUR , while a lower than expected reading should be taken as negative/bearish for the EUR."
141,https://www.investing.com/economic-calendar/german-trade-balance-141 ,german trade balance,Germany Trade Balance,Statistisches Bundesamt Deutschland ,https://www.destatis.de/DE/Startseite.html?https=1&__site= ,2.0,EUR,"The Trade Balance measures the difference in worth between exported and imported goods over the month. A positive number indicates that more goods were exported than imported.A higher than expected reading should be taken as positive/bullish for the EUR, while a lower than expected reading should be taken as negative/bearish for the EUR."
142,https://www.investing.com/economic-calendar/german-unemployment-rate-142 ,german unemployment rate,Germany Unemployment Rate,German Federal Statistical Office,https://www.destatis.de/DE/Startseite.html?https=1&__site= ,2.0,EUR,"The German unemployment rate measures the percentage of the total work force that is unemployed and actively seeking employment during the reported month. A higher than expected reading should be taken as negative/bearish for the EUR, while a lower than expected reading should be taken as positive/bullish for the EUR."
143,https://www.investing.com/economic-calendar/german-wpi-143 ,german wpi,Germany Wholesale Price Index (WPI) MoM,Destatis,https://www.destatis.de/DE/Startseite.html ,1.0,EUR,"The Wholesale Price Index (WPI) measures the change in the price of goods sold by wholesalers. It is a leading indicator of consumer price inflation.A higher than expected reading should be taken as positive/bullish for the EUR, while a lower than expected reading should be taken as negative/bearish for the EUR."
144,https://www.investing.com/economic-calendar/german-zew-economic-sentiment-144 ,german zew economic sentiment,Germany ZEW Economic Sentiment,ZEW,http://www.zew.de/en/publikationen/zew-gutachten-und-forschungsberichte/forschungsberichte/konjunktur/zew-finanzmarktreport/ ,2.0,EUR,"The German Zentrum für Europäische Wirtschaftsforschung (ZEW) Economic Sentiment Index gauges the six-month economic outlook. A level above zero indicates optimism; below indicates pessimism. The reading is compiled from a survey of about 350 German institutional investors and analysts.A higher than expected reading should be taken as positive/bullish for the EUR, while a lower than expected reading should be taken as negative/bearish for the EUR."
145,https://www.investing.com/economic-calendar/halifax-house-price-index-145 ,halifax house price index,United Kingdom Halifax House Price Index (HPI) MoM,HBOS,http://www.halifax.co.uk/house-price-index/ ,2.0,GBP,"The Halifax House Price Index measures the change in the price of homes and properties financed by Halifax Bank Of Scotland (HBOS), one of the U.K.'s largest mortgage lenders. It is a leading indicator of health in the housing sector.A higher than expected reading should be taken as positive/bullish for the GBP, while a lower than expected reading should be taken as negative/bearish for the GBP."
146,https://www.investing.com/economic-calendar/home-loans-146 ,home loans,Australia Home Loans MoM,Australian Bureau of Statistics,http://www.abs.gov.au/websitedbs/D3310114.nsf/home/home ,2.0,AUD,"Home Loans record the change in the number of new loans granted for owner-occupied homes. It is a leading indicator of demand in the housing market.A higher than expected reading should be taken as positive/bullish for the AUD, while a lower than expected reading should be taken as negative/bearish for the AUD."
147,https://www.investing.com/economic-calendar/house-price-index-147 ,house price index,Australia House Price Index (HPI) QoQ,Australian Bureau of Statistics,http://www.abs.gov.au/ausstats/abs%40.nsf/mf/6416.0 ,2.0,AUD,"The Australian House Price Index (HPI) measures the change in the selling price of homes in the nation's eight state capitals. It is a leading indicator of health in the housing sector.A higher than expected reading should be taken as positive/bullish for the AUD, while a lower than expected reading should be taken as negative/bearish for the AUD."
148,https://www.investing.com/economic-calendar/household-confidence-148 ,household confidence,Japan Household Confidence,Cabinet Office,http://www.cao.go.jp/index-e.html ,1.0,JPY,"The Japanese Household Confidence indicator is a measure of the mood of consumers. The index is based on data collected from a survey of around 5000 households. The consumer confidence indicator is closely linked to consumer spending and correlated with personal income, purchasing power, employment and business conditions.A higher than expected reading should be taken as positive/bullish for the JPY, while a lower than expected reading should be taken as negative/bearish for the JPY."
149,https://www.investing.com/economic-calendar/housing-equity-withdrawal-149 ,housing equity withdrawal,United Kingdom Housing Equity Withdrawal QoQ,Bank of England,"https://www.bankofengland.co.uk/boeapps/database/fromshowcolumns.asp?Travel=NIxAZxSUx&FromSeries=1&ToSeries=50&DAT=RNG&FD=1&FM=Jan&FY=2012&TD=13&TM=Nov&TY=2027&FNY=Y&CSVF=TT&html.x=66&html.y=26&SeriesCodes=LPQBE92,LPQB9LX,LPMVTVJ,LPQVTVJ,LPQBL2J,LPMVTYG,L ",1.0,GBP,"Housing Equity Withdrawal measures the change in the total value of new home-secured loans that are not used for home purchases or improvements. A higher than expected reading should be taken as positive/bullish for the GBP, while a lower than expected reading should be taken as negative/bearish for the GBP."
150,https://www.investing.com/economic-calendar/housing-starts-150 ,housing starts,Canada Housing Starts,Canadian Mortgage and Housing Corporation,https://www.cmhc-schl.gc.ca/en/housing-observer-online ,2.0,CAD,"Housing starts measures the change in the annualized number of new residential buildings that began construction during the reported month. It is a leading indicator of strength in the housing sector. A higher than expected reading should be taken as positive/bullish for the CAD, while a lower than expected reading should be taken as negative/bearish for the CAD."
151,https://www.investing.com/economic-calendar/housing-starts-151 ,housing starts,United States Housing Starts,Census Bureau,http://www.census.gov/construction/nrc/index.html ,2.0,USD,"Housing starts measures the change in the annualized number of new residential buildings that began construction during the reported month. It is a leading indicator of strength in the housing sector.A higher than expected reading should be taken as positive/bullish for the USD, while a lower than expected reading should be taken as negative/bearish for the USD."
152,https://www.investing.com/economic-calendar/housing-starts-152 ,housing starts,Japan Housing Starts YoY,"Ministry of Land, Infrastructure and Transport",http://www.mlit.go.jp/en/index.html ,1.0,JPY,"Housing starts measures the change in the annualized number of new residential buildings that began construction during the reported month. It is a leading indicator of strength in the housing sector. A higher than expected reading should be taken as positive/bullish for the JPY, while a lower than expected reading should be taken as negative/bearish for the JPY."
153,https://www.investing.com/economic-calendar/import-price-index-153 ,import price index,United States Import Price Index MoM,US Department of Labor ,https://www.bls.gov/ ,2.0,USD,"The Import Price Index measures the change in the price of imported goods and services purchased domestically. A higher than expected reading should be taken as positive/bullish for the USD, while a lower than expected reading should be taken as negative/bearish for the USD."
154,https://www.investing.com/economic-calendar/import-price-index-154 ,import price index,Australia Import Price Index QoQ,Australian Bureau of Statistics,http://www.abs.gov.au/ ,1.0,AUD,"The Import Price Index measures the change in the price of imported goods and services purchased domestically. A higher than expected reading should be taken as positive/bullish for the AUD, while a lower than expected reading should be taken as negative/bearish for the AUD."
155,https://www.investing.com/economic-calendar/index-of-services-155 ,index of services,United Kingdom Index of Services,Office for National Statistics,https://www.gov.uk/government/statistics/announcements ,1.0,GBP,"The Index of Services measures the change in the total Gross Added Value (GAV) of the private and government services sector. GVA is the difference between the value of a service provided and the value of the goods and services used to provide the service.A higher than expected reading should be taken as positive/bullish for the GBP, while a lower than expected reading should be taken as negative/bearish for the GBP."
156,,,,,,,,
157,https://www.investing.com/economic-calendar/industrial-new-orders-157 ,industrial new orders,European Industrial New Orders MoM,Eurostat,http://epp.eurostat.ec.europa.eu/ ,2.0,EUR,"Industrial New Orders measures the change in the total value of new purchase orders placed with manufacturers. It is a leading indicator of production.A higher than expected reading should be taken as positive/bullish for the EUR, while a lower than expected reading should be taken as negative/bearish for the EUR."
158,https://www.investing.com/economic-calendar/industrial-production-158 ,industrial production,United Kingdom Industrial Production MoM,Office for National Statistics,https://www.gov.uk/government/statistics/announcements ,2.0,GBP,"Industrial Production measures the change in the total inflation-adjusted value of output produced by manufacturers, mines, and utilities.A higher than expected reading should be taken as positive/bullish for the GBP, while a lower than expected reading should be taken as negative/bearish for the GBP."
159,https://www.investing.com/economic-calendar/industrial-production-159 ,industrial production,Japan Industrial Production MoM," Ministry of Economy, Trade and Industry ",http://www.meti.go.jp/english/index.html ,2.0,JPY,"Industrial Production measures the change in the total inflation-adjusted value of output produced by manufacturers, mines, and utilities.A higher than expected reading should be taken as positive/bullish for the JPY, while a lower than expected reading should be taken as negative/bearish for the JPY."
160,https://www.investing.com/economic-calendar/industrial-production-160 ,industrial production,European Industrial Production MoM,Eurostat,http://ec.europa.eu/eurostat/tgm/table.do?tab=table&language=en&pcode=teiis080 ,2.0,EUR,"Industrial Production measures the change in the total inflation-adjusted value of output produced by manufacturers, mines, and utilities.A higher than expected reading should be taken as positive/bullish for the EUR, while a lower than expected reading should be taken as negative/bearish for the EUR."
161,https://www.investing.com/economic-calendar/industrial-production-161 ,industrial production,United States Industrial Production MoM,Federal Reserve,https://www.federalreserve.gov/releases/G17/current/ ,2.0,USD,"Industrial Production measures the change in the total inflation-adjusted value of output produced by manufacturers, mines, and utilities.A higher than expected reading should be taken as positive/bullish for the USD, while a lower than expected reading should be taken as negative/bearish for the USD."
162,https://www.investing.com/economic-calendar/industrial-production-162 ,industrial production,Switzerland Industrial Production QoQ,Federal Statistical Office,http://www.bfs.admin.ch/bfs/portal/de/index/themen/06.html ,2.0,CHF,"Industrial Production measures the change in the total inflation-adjusted value of output produced by manufacturers, mines, and utilities.A higher than expected reading should be taken as positive/bullish for the CHF, while a lower than expected reading should be taken as negative/bearish for the CHF."
163,https://www.investing.com/economic-calendar/inflation-expectations-163 ,inflation expectations,United Kingdom Inflation Expectations,Bank of England,https://www.bankofengland.co.uk/ ,1.0,GBP,"Inflation Expectations measures the percentage that consumers expect the price of goods and services to change by during the next 12 months. The indicator is compiled from a survey of about 2,000 consumers. The Bank of England produces this survey quarterly in conjunction with GfK.A higher than expected reading should be taken as positive/bullish for the GBP, while a lower than expected reading should be taken as negative/bearish for the GBP."
164,https://www.investing.com/economic-calendar/interest-rate-decision-164 ,interest rate decision,European Interest Rate Decision,European Central Bank,http://www.ecb.europa.eu/home/html/index.en.html ,3.0,EUR,"The six members of the European Central Bank (ECB) Executive Board and the 16 governors of the euro area central banks vote on where to set the rate. Traders watch interest rate changes closely as short term interest rates are the primary factor in currency valuation.A higher than expected rate is positive/bullish for the EUR, while a lower than expected rate is negative/bearish for the EUR."
165,https://www.investing.com/economic-calendar/interest-rate-decision-165 ,interest rate decision,Japan Interest Rate Decision,Bank of Japan,http://www.boj.or.jp/en/index.htm ,3.0,JPY,"Bank of Japan (BOJ) policy board members come to a consensus on where to set the rate. Traders watch interest rate changes closely as short term interest rates are the primary factor in currency valuation. A higher than expected rate is positive/bullish for the JPY, while a lower than expected rate is negative/bearish for the JPY."
166,https://www.investing.com/economic-calendar/interest-rate-decision-166 ,interest rate decision,Canada Interest Rate Decision,Bank of Canada,http://www.bankofcanada.ca/ ,3.0,CAD,"Bank of Canada (BOC) governing council members come to a consensus on where to set the rate.Traders watch interest rate changes closely as short term interest rates are the primary factor in currency valuation. A higher than expected rate is positive/bullish for the CAD, while a lower than expected rate is negative/bearish for the CAD."
167,https://www.investing.com/economic-calendar/interest-rate-decision-167 ,interest rate decision,New Zealand Interest Rate Decision,Reserve Bank of New Zealand,https://www.rbnz.govt.nz ,3.0,NZD,"The Reserve Bank of New Zealand (RBNZ) governor decides where to set the rate after consulting senior bank staff and external advisers. Traders watch interest rate changes closely as short term interest rates are the primary factor in currency valuation.A higher than expected rate is positive/bullish for the NZD, while a lower than expected rate is negative/bearish for the NZD."
168,https://www.investing.com/economic-calendar/interest-rate-decision-168 ,interest rate decision,United States Federal Reserve Interest Rate Decision,Federal Reserve,https://www.federalreserve.gov/ ,3.0,USD,"Federal Open Market Committee (FOMC) members vote on where to set the rate. Traders watch interest rate changes closely as short term interest rates are the primary factor in currency valuation.A higher than expected rate is positive/bullish for the USD, while a lower than expected rate is negative/bearish for the USD."
169,https://www.investing.com/economic-calendar/interest-rate-decision-169 ,interest rate decision,Switzerland Interest Rate Decision,Swiss National Bank,http://www.snb.ch/en/iabout/monpol/id/monpol_current ,3.0,CHF,"Swiss National Bank (SNB) governing board members come to a consensus on where to set the target range for the rate. Traders watch interest rate changes closely as short term interest rates are the primary factor in currency valuation.A higher than expected rate is positive/bullish for the CHF, while a lower than expected rate is negative/bearish for the CHF."
170,https://www.investing.com/economic-calendar/interest-rate-decision-170 ,interest rate decision,United Kingdom Interest Rate Decision,Bank of England,https://www.bankofengland.co.uk/ ,3.0,GBP,"Bank of England (BOE) monetary policy committee members vote on where to set the rate. Traders watch interest rate changes closely as short term interest rates are the primary factor in currency valuation.A higher than expected rate is positive/bullish for the GBP, while a lower than expected rate is negative/bearish for the GBP."
171,https://www.investing.com/economic-calendar/interest-rate-decision-171 ,interest rate decision,Australia Interest Rate Decision,Reserve Bank of Australia,http://www.rba.gov.au/ ,3.0,AUD,"Reserve Bank of Australia (RBA) board members come to a consensus on where to set the rate. Traders watch interest rate changes closely as short term interest rates are the primary factor in currency valuation.A higher than expected rate is positive/bullish for the AUD, while a lower than expected rate is negative/bearish for the AUD."
172,https://www.investing.com/economic-calendar/ippi-172 ,ippi,Canada Industrial Product Price Index (IPPI) MoM,Statistics Canada,http://www.statcan.gc.ca/eng/start ,1.0,CAD,"The Industrial Product Price Index (IPPI) measures the change in the price of domestically produced goods sold by manufacturers.>A higher than expected reading should be taken as positive/bullish for the CAD, while a lower than expected reading should be taken as negative/bearish for the CAD."
173,https://www.investing.com/economic-calendar/ism-manufacturing-pmi-173 ,ism manufacturing pmi,United States ISM Manufacturing PMI,Institute for Supply Management ,https://www.ismworld.org/supply-management-news-and-reports/reports/ism-report-on-business/ ,3.0,USD,"The Institute of Supply Management (ISM) Manufacturing Purchasing Managers Index (PMI) Report on Business is based on data compiled from monthly replies to questions asked of purchasing and supply executives in over 400 industrial companies. For each of the indicators measured (New Orders, Backlog of Orders, New Export Orders, Imports, Production, Supplier Deliveries, Inventories, Customers Inventories, Employment, and Prices), this report shows the percentage reporting each response, the net difference between the number of responses in the positive economic direction and the negative economic direction and the diffusion index. Responses are raw data and are never changed. The diffusion index includes the percent of positive responses plus one-half of those responding the same (considered positive). The resulting single index number is then seasonally adjusted to allow for the effects of repetitive intra-year variations resulting primarily from normal differences in weather conditions, various institutional arrangements, and differences attributable to non-moveable holidays. All seasonal adjustment factors are supplied by the U.S. Department of Commerce and are subject annually to relatively minor changes when conditions warrant them. The PMI is a composite index based on the seasonally adjusted diffusion indices for five of the indicators with varying weights: New Orders --30% Production --25% Employment --20% Supplier Deliveries --15% and Inventories -- 10%. A higher than expected reading should be taken as positive/bullish for the USD, while a lower than expected reading should be taken as negative/bearish for the USD."
174,https://www.investing.com/economic-calendar/ism-manufacturing-prices-174 ,ism manufacturing prices,United States ISM Manufacturing Prices,Institute for Supply Management ,https://www.ismworld.org/supply-management-news-and-reports/reports/ism-report-on-business/ ,3.0,USD,"The Institute of Supply Management (ISM) Manufacturing Purchasing Managers Index (PMI) Report on Business is based on data compiled from monthly replies to questions asked of purchasing and supply executives in over 400 industrial companies. For each of the indicators measured (New Orders, Backlog of Orders, New Export Orders, Imports, Production, Supplier Deliveries, Inventories, Customers Inventories, Employment, and Prices), this report shows the percentage reporting each response, the net difference between the number of responses in the positive economic direction and the negative economic direction and the diffusion index. Responses are raw data and are never changed. The diffusion index includes the percent of positive responses plus one-half of those responding the same (considered positive). The resulting single index number is then seasonally adjusted to allow for the effects of repetitive intra-year variations resulting primarily from normal differences in weather conditions, various institutional arrangements, and differences attributable to non-moveable holidays. All seasonal adjustment factors are supplied by the U.S. Department of Commerce and are subject annually to relatively minor changes when conditions warrant them. The PMI is a composite index based on the seasonally adjusted diffusion indices for five of the indicators with varying weights: New Orders --30% Production --25% Employment --20% Supplier Deliveries --15% and Inventories -- 10%. The Prices Paid subcategory is a diffusion index calculated by adding the percent of responses indicating they paid more for inputs plus one-half of those responding that they paid the same for inputs. The resulting single index number is then seasonally adjusted.The Prices Paid diffusion index is one of a number of indicators pointing to the degree of inflationary pressures in the economy.  A higher than expected reading should be taken as positive/bullish for the USD, while a lower than expected reading should be taken as negative/bearish for the USD."
175,,,,,,,,
176,https://www.investing.com/economic-calendar/ism-non-manufacturing-pmi-176 ,ism non manufacturing pmi,United States ISM Non-Manufacturing PMI,Institute for Supply Management,https://www.ismworld.org/supply-management-news-and-reports/reports/ism-report-on-business/ ,3.0,USD,"The Institute of Supply Management (ISM) Non-Manufacturing Purchasing Managers' Index (PMI) (also known as the ISM Services PMI) report on Business, a composite index is calculated as an indicator of the overall economic condition for the non-manufacturing sector. The NMI is a composite index based on the diffusion indexes for four of the indicators with equal weights: Business Activity (seasonally adjusted), New Orders (seasonally adjusted), Employment (seasonally adjusted) and Supplier Deliveries. A reading above 50 percent indicates the non-manufacturing sector economy is generally expanding; below 50 percent indicates the non-manufacturing sector is generally contracting. The Non-Manufacturing ISM Report on Business is based on data compiled from monthly replies to questions asked of more than 370 purchasing and supply executives in over 62 different industries representing nine divisions from the Standard Industrial Classification (SIC) categories. Membership of the Business Survey Committee is diversified by SIC category and is based on each industry contribution to Gross Domestic Product (GDP). A higher than expected reading should be taken as positive/bullish for the USD, while a lower than expected reading should be taken as negative/bearish for the USD."
177,,,,,,,,
178,https://www.investing.com/economic-calendar/italian-cpi-178 ,italian cpi,Italy Consumer Price Index (CPI) MoM,Istat ,http://www.istat.it/en/ ,1.0,EUR,"The Italian Consumer Price Index (CPI) measures the change in the price of goods and services from the perspective of the consumer. It is a key way to measure changes in purchasing trends and inflation.A higher than expected reading should be taken as positive/bullish for the EUR, while a lower than expected reading should be taken as negative/bearish for the EUR."
179,https://www.investing.com/economic-calendar/italian-gdp-179 ,italian gdp,Italy Gross Domestic Product (GDP) QoQ,Istat,http://www.istat.it/en/ ,1.0,EUR,"Gross Domestic Product (GDP) is the broadest measure of economic activity and is a key indicator of economic health. The quarterly percent changes in GDP show the growth rate of the economy as a whole. A higher than expected reading should be taken as positive/bullish for the EUR, while a lower than expected reading should be taken as negative/bearish for the EUR."
180,https://www.investing.com/economic-calendar/italian-industrial-production-180 ,italian industrial production,Italy Industrial Production MoM,Istat,http://www.istat.it/en/ ,1.0,EUR,"Industrial Production measures the change in the total inflation-adjusted value of output produced by manufacturers, mines, and utilities.A higher than expected reading should be taken as positive/bullish for the EUR, while a lower than expected reading should be taken as negative/bearish for the EUR."
181,https://www.investing.com/economic-calendar/italian-retail-sales-181 ,italian retail sales,Italy Retail Sales MoM,Istat ,http://www.istat.it/en/ ,1.0,EUR,"Italian Retail Sales measures the change in the total value of sales at the retail level. It is the foremost indicator of consumer spending, which accounts for the majority of overall economic activity.A higher than expected reading should be taken as positive/bullish for the EUR, while a lower than expected reading should be taken as negative/bearish for the EUR."
182,https://www.investing.com/economic-calendar/italian-trade-balance-182 ,italian trade balance,Italy Trade Balance,Istat,http://www.istat.it/en/ ,1.0,EUR,"The Italian Trade Balance measures the difference in value between imported and exported goods during the reported month. A higher than expected reading should be taken as positive/bullish for the EUR, while a lower than expected reading should be taken as negative/bearish for the EUR."
183,https://www.investing.com/economic-calendar/italian-quarterly-unemployment-rate-183 ,italian quarterly unemployment rate,Italy Quarterly Unemployment Rate,Istat,http://www.istat.it/en/ ,1.0,EUR,"The Italian Quarterly Unemployment Rate measures the percentage of the total work force that is unemployed and actively seeking employment during the previous quarter.A higher than expected reading should be taken as negative/bearish for the EUR, while a lower than expected reading should be taken as positive/bullish for the EUR."
184,,,,,,,,
185,https://www.investing.com/economic-calendar/ivey-pmi-185 ,ivey pmi,Canada Ivey Purchasing Managers Index (PMI),Richard Ivey School of Business ,http://iveypmi.uwo.ca/ ,2.0,CAD,"The Ivey Purchasing Managers' Index (PMI) measures the activity level of purchasing managers in Canada. A reading above 50 indicates expansion; a reading below 50 indicates contraction. The index is a joint project of the Purchasing Management Association of Canada and the Richard Ivey School of Business. Traders watch these surveys closely as purchasing managers usually have early access to data about their company’s performance, which can be a leading indicator of overall economic performance.A higher than expected reading should be taken as positive/bullish for the CAD, while a lower than expected reading should be taken as negative/bearish for the CAD."
186,https://www.investing.com/economic-calendar/kansas-city-fed-president-hoenig-speaks-186 ,kansas city fed president hoenig speaks,United States Kansas City Federal Reserve President Hoenig Speaks,, ,1.0,USD,Federal Reserve Bank of Kansas President and Federal Open Market Committee (FOMC) voting member (October 1991 - October 2011) Thomas Hoenig is to speak. FOMC members are responsible for setting the benchmark interest rate and their speeches are closely watched for indications on the future possible direction of monetary policy.His comments may determine a short-term positive or negative trend.
187,https://www.investing.com/economic-calendar/labor-cost-index-187 ,labor cost index,European Labor Cost Index YoY,Eurostat,http://ec.europa.eu/eurostat ,1.0,EUR,"The Labor Cost Index measures the change in the price businesses pay for labor, excluding overtime. It is a leading indicator of consumer inflation.A higher than expected reading should be taken as positive/bullish for the EUR, while a lower than expected reading should be taken as negative/bearish for the EUR."
188,https://www.investing.com/economic-calendar/labor-cost-index-188 ,labor cost index,New Zealand Labor Cost Index QoQ,Statistics New Zealand,http://www.stats.govt.nz/ ,1.0,NZD,"The Labor Cost Index measures the change in the price businesses pay for labor, excluding overtime. It is a leading indicator of consumer inflation.A higher than expected reading should be taken as positive/bullish for the NZD, while a lower than expected reading should be taken as negative/bearish for the NZD."
189,https://www.investing.com/economic-calendar/labor-productivity-189 ,labor productivity,Canada Labor Productivity QoQ,Statistics Canada,https://www.statcan.gc.ca/eng/start ,2.0,CAD,"Labor Productivity measures the change in labor efficiency of Canadian workers when producing goods and services. Productivity and labor-related inflation are directly linked, a drop in a worker's productivity is equivalent to a rise in their wage. When businesses pay more for labor the higher costs are usually passed on to the consumer.A higher than expected reading should be taken as positive/bullish for the CAD, while a lower than expected reading should be taken as negative/bearish for the CAD."
190,https://www.investing.com/economic-calendar/large-retailers'-sales-190 ,large retailers' sales,Japan Retailers' Sales,"Ministry of Economy, Trade and Industry",http://www.meti.go.jp/english/statistics/tyo/syoudou/index.html ,1.0,JPY,"Large Retailers' Sales measures the total value of goods sold in large department stores, chain convenience stores and supermarkets. It is a leading indicator of consumer confidence.A higher than expected reading should be taken as positive/bullish for the JPY, while a lower than expected reading should be taken as negative/bearish for the JPY."
191,https://www.investing.com/economic-calendar/leading-index-191 ,leading index,Japan Leading Index,Cabinet Office,http://www.cao.go.jp/en/notice-e.html ,1.0,JPY,"The Leading Indicators Index is a composite index based on 12 economic indicators, that is designed to predict the future direction of the economy.A higher than expected reading should be taken as positive/bullish for the JPY, while a lower than expected reading should be taken as negative/bearish for the JPY."
192,,,,,,,,
193,,,,,,,,
194,,,,,,,,
195,,,,,,,,
196,https://www.investing.com/economic-calendar/leading-indicators-196 ,leading indicators,Canada Leading Indicators MoM,Statistics Canada,http://www.statcan.ca/start.html ,2.0,CAD,"The Leading Indicators Index is a composite index based on 10 economic indicators, that is designed to predict the future direction of the economy. The report tends to have a limited impact because most of the indicators used in the calculation are released previously.A higher than expected reading should be taken as positive/bullish for the CAD, while a lower than expected reading should be taken as negative/bearish for the CAD."
197,,,,,,,,
198,https://www.investing.com/economic-calendar/m3-money-supply-198 ,m3 money supply,European M3 Money Supply YoY,European Central Bank,http://www.ecb.europa.eu/home/html/index.en.html ,1.0,EUR,"M3 Money Supply measures the change in the total quantity of domestic currency in circulation and deposited in banks. An increasing supply of money leads to additional spending, which in turn leads to inflation."
199,https://www.investing.com/economic-calendar/m4-money-supply-199 ,m4 money supply,United Kingdom M4 Money Supply MoM,Bank of England,https://www.bankofengland.co.uk/ ,1.0,GBP,"M4 Money Supply measures the change in the total quantity of domestic currency in circulation and deposited in banks. An increasing supply of money leads to additional spending, which in turn leads to inflation."
200,https://www.investing.com/economic-calendar/machine-tool-orders-200 ,machine tool orders,Japan Machine Tool Orders YoY,Japan Machine Tool Builders' Association,http://www.jmtba.or.jp/english/ ,1.0,JPY,"Machine Tool Orders measures the change in the total value of new orders placed with machine tool manufacturers. Two versions of this report are released, preliminary and final. The preliminary report had the biggest impact.A higher than expected reading should be taken as positive/bullish for the JPY, while a lower than expected reading should be taken as negative/bearish for the JPY."
201,https://www.investing.com/economic-calendar/manufacturing-pmi-201 ,manufacturing pmi,European Manufacturing Purchasing Managers Index (PMI),Markit Economics,https://www.markiteconomics.com/public ,2.0,EUR,"The Manufacturing Purchasing Managers' Index (PMI) measures the activity level of purchasing managers in the manufacturing sector. A reading above 50 indicates expansion in the sector; below 50 indicates contraction. Traders watch these surveys closely as purchasing managers usually have early access to data about their company’s performance, which can be a leading indicator of overall economic performance.A higher than expected reading should be taken as positive/bullish for the EUR, while a lower than expected reading should be taken as negative/bearish for the EUR."
202,https://www.investing.com/economic-calendar/manufacturing-pmi-202 ,manufacturing pmi,Japan Manufacturing Purchasing Managers Index (PMI),Nomura/JMMA,https://www.markiteconomics.com/public ,1.0,JPY,"The Manufacturing Purchasing Managers' Index (PMI) measures the activity level of purchasing managers in the manufacturing sector. A reading above 50 indicates expansion in the sector; below 50 indicates contraction. Traders watch these surveys closely as purchasing managers usually have early access to data about their company’s performance, which can be a leading indicator of overall economic performance.A higher than expected reading should be taken as positive/bullish for the JPY, while a lower than expected reading should be taken as negative/bearish for the JPY."
203,https://www.investing.com/economic-calendar/aig-manufacturing-index-203 ,aig manufacturing index,Australian Industry Group (AIG) Manufacturing Index,Australian Industry Group,https://www.aigroup.com.au/policy-and-research/economics/economicindicators/ ,1.0,AUD,"The Australian Industry Group (AIG) Manufacturing index rates the relative level of business conditions in the sector. The data is based on a survey of about 200 manufacturers. A reading above 50 indicates expansion in the sector; below 50 indicates contraction. Traders watch these surveys closely as purchasing managers usually have early access to data about their company’s performance, which can be a leading indicator of overall economic performance.A higher than expected reading should be taken as positive/bullish for the AUD, while a lower than expected reading should be taken as negative/bearish for the AUD."
204,https://www.investing.com/economic-calendar/manufacturing-pmi-204 ,manufacturing pmi,United Kingdom Manufacturing Purchasing Managers Index (PMI),Markit/CIPS,https://www.markiteconomics.com/Public/Release/PressReleases ,2.0,GBP,"The Manufacturing Purchasing Managers' Index (PMI) measures the activity level of purchasing managers in the manufacturing sector. A reading above 50 indicates expansion in the sector; below 50 indicates contraction. Traders watch these surveys closely as purchasing managers usually have early access to data about their company’s performance, which can be a leading indicator of overall economic performance.A higher than expected reading should be taken as positive/bullish for the GBP, while a lower than expected reading should be taken as negative/bearish for the GBP."
